=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-1-18_12-25-22
====================================================================================
12:25:22 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
12:25:22 | [PermissionManager] Perm (TeleportToCrosshair) has been registered!
12:25:22 | [PermissionManager] Perm (FreeCamera) has been registered!
12:25:22 | [PermissionManager] Perm (RepairVehiclesAtCrosshair) has been registered!
12:25:22 | [PermissionManager] Perm (MenuItemManager) has been registered!
12:25:22 | [PermissionManager] Perm (MenuItemManager:SpawnItem) has been registered!
12:25:22 | [PermissionManager] Perm (MenuItemManager:EditPreset) has been registered!
12:25:22 | [PermissionManager] Perm (MenuItemManager:SpawnPreset) has been registered!
12:25:22 | [PermissionManager] Perm (MenuItemManager:DeletePreset) has been registered!
12:25:22 | [PermissionManager] Perm (MenuItemManager:AddPreset) has been registered!
12:25:22 | [PermissionManager] Perm (MenuServerManager) has been registered!
12:25:22 | [PermissionManager] Perm (ServerManager:RestartServer) has been registered!
12:25:22 | [PermissionManager] Perm (ServerManager:LockServer) has been registered!
12:25:22 | [PermissionManager] Perm (ServerManager:KickAllPlayers) has been registered!
12:25:22 | [PermissionManager] Perm (ServerManager:LoadScripts) has been registered!
12:25:22 | [PermissionManager] Perm (MenuWeatherManager) has been registered!
12:25:22 | [PermissionManager] Perm (WeatherManager:ApplyWeather) has been registered!
12:25:22 | [PermissionManager] Perm (WeatherManager:ApplyTime) has been registered!
12:25:22 | [PermissionManager] Perm (WeatherManager:SavePreset) has been registered!
12:25:22 | [PermissionManager] Perm (WeatherManager:DeletePreset) has been registered!
12:25:22 | [PermissionManager] Perm (WeatherManager:ApplyPreset) has been registered!
12:25:22 | [PermissionManager] Perm (WeatherManager:ApplyTimePreset) has been registered!
12:25:22 | [PermissionManager] Perm (WeatherManager:SaveTimePreset) has been registered!
12:25:22 | [PermissionManager] Perm (WeatherManager:DeleteTimePreset) has been registered!
12:25:22 | [PermissionManager] Perm (MenuObjectManager) has been registered!
12:25:22 | [PermissionManager] Perm (MenuObjectManager:CreateNewSet) has been registered!
12:25:22 | [PermissionManager] Perm (MenuObjectManager:UpdateSet) has been registered!
12:25:22 | [PermissionManager] Perm (MenuObjectManager:DeleteSet) has been registered!
12:25:22 | [PermissionManager] Perm (MenuObjectManager:EditSet) has been registered!
12:25:22 | [PermissionManager] Perm (MenuPermissionsEditor) has been registered!
12:25:22 | [PermissionManager] Perm (PermissionsEditor:RemoveUser) has been registered!
12:25:22 | [PermissionManager] Perm (PermissionsEditor:AddUser) has been registered!
12:25:22 | [PermissionManager] Perm (PermissionsEditor:CreateUserGroup) has been registered!
12:25:22 | [PermissionManager] Perm (PermissionsEditor:DeleteUserGroup) has been registered!
12:25:22 | [PermissionManager] Perm (PermissionsEditor:ChangePermLevel) has been registered!
12:25:22 | [PermissionManager] Perm (MenuPlayerManager) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:GiveGodmode) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:BanPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:KickPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:HealPlayers) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:SetPlayerStats) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
12:25:22 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
12:25:22 | [PermissionManager] Perm (MenuBansManager) has been registered!
12:25:22 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
12:25:22 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
12:25:22 | [PermissionManager] Perm (MenuWebHooks) has been registered!
12:25:22 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
12:25:22 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
12:25:22 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
12:25:22 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
12:25:22 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
12:25:22 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
12:25:22 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
12:25:22 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
12:25:22 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
12:25:22 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
12:25:22 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
12:25:22 | [PermissionManager] Perm (EspToolsMenu) has been registered!
12:25:22 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
12:25:22 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
12:25:22 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
12:25:22 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
12:25:22 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
12:25:22 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
12:25:22 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
12:25:22 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
12:25:22 | [PermissionManager] Adding Super Admin (76561198116299684)
12:25:22 | [PermissionManager] Adding Super Admin (76561198124555828)
12:25:22 | [PermissionManager] Loaded UserGroups.json
12:25:22 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
12:25:22 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
12:25:22 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
12:25:22 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
12:25:22 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
12:25:22 | Building Sets Loaded: 0
12:25:22 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
12:25:22 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
12:26:9 | Player "BouRHooD" (steamId=76561198116299684) connected to server!
12:26:25 | "BouRHooD" (steamid=76561198116299684) gave godmode to (steamid=76561198116299684)
12:27:23 | "76561198116299684" (steamid=76561198116299684) teleported to (pos=<14241.400391, 128.371460, 14859.099609>)
12:27:23 | "BouRHooD": (steamid=76561198116299684) teleported to (pos=14241.4,0,14859.1)
12:27:45 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14252.314453, 128.482300, 14860.013672>)
12:27:46 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14272.604492, 128.480972, 14848.531250>)
12:27:46 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14288.272461, 128.239609, 14839.690430>)
12:27:47 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14305.210938, 127.416962, 14833.724609>)
12:27:47 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14319.546875, 127.102150, 14829.839844>)
12:27:48 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14334.591797, 126.741425, 14827.614258>)
12:27:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14340.489258, 126.418678, 14818.721680>)
12:27:49 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14343.189453, 126.124428, 14807.449219>)
12:27:52 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14342.634766, 126.427292, 14820.182617>)
12:27:54 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14328.652344, 126.772293, 14828.638672>)
12:27:54 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<14316.020508, 127.242851, 14829.577148>)
