=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2026-1-24_23-7-23
====================================================================================
23:7:23 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5021.340820, 100.615433, 509.693024>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5021.020020, 100.766411, 508.928497>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5020.769531, 100.857971, 508.334717>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5020.600098, 100.919930, 507.933105>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5020.487305, 100.961006, 507.666534>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5020.414063, 100.987862, 507.492401>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5020.234863, 101.054893, 507.058228>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5020.119629, 101.097466, 506.782379>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5020.046875, 101.124214, 506.608917>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5020.000977, 101.140686, 506.502167>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5019.975586, 101.151588, 506.442688>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5019.960449, 101.158150, 506.407471>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5019.951172, 101.162018, 506.386536>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5019.339844, 101.402832, 504.940063>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5018.943359, 101.523422, 504.008209>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5018.719727, 101.591026, 503.485687>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5018.595703, 101.628441, 503.196777>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5018.525391, 101.649139, 503.037018>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5018.141602, 101.765633, 502.136597>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5017.947266, 101.829353, 501.684479>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5017.851074, 101.862473, 501.462646>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5017.800293, 101.879311, 501.350220>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5017.774902, 101.887627, 501.295288>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5017.760254, 101.891891, 501.266998>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5016.973633, 102.140503, 499.414368>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5016.568359, 102.236420, 498.468658>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5016.377441, 102.275352, 498.025909>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5016.292480, 102.292213, 497.832703>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5016.253418, 102.299561, 497.748962>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5015.632813, 102.424492, 496.316071>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5015.385742, 102.474060, 495.747894>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5015.288086, 102.493370, 495.526581>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5015.249023, 102.500786, 495.441833>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5015.232910, 102.503593, 495.410095>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5014.154297, 102.732338, 492.902069>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.784180, 102.811600, 492.043854>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.660156, 102.837944, 491.758972>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.619141, 102.846359, 491.668121>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.605957, 102.848953, 491.640594>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.600098, 102.849998, 491.629456>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.598145, 102.850082, 491.628937>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.580566, 102.853607, 491.590729>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.566895, 102.856392, 491.561096>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.556152, 102.858673, 491.536224>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.544922, 102.860954, 491.511749>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.533691, 102.863235, 491.487335>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.524414, 102.865021, 491.467621>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.236328, 102.920837, 490.801147>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5013.045410, 102.957962, 490.357941>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5012.861328, 102.993706, 489.929596>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5012.683594, 103.027267, 489.519318>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5012.520020, 103.058380, 489.138550>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5012.369629, 103.086891, 488.789795>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5012.140625, 103.130180, 488.260498>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5011.927246, 103.168205, 487.765411>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5011.731445, 103.200264, 487.309326>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5011.562500, 103.227905, 486.915955>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5011.416504, 103.251747, 486.576904>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5011.292969, 103.272049, 486.287964>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5011.108398, 103.302055, 485.861389>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5010.954102, 103.327370, 485.501221>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5010.828125, 103.347954, 485.208496>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5010.724609, 103.364624, 484.966431>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5010.634766, 103.377274, 484.756775>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5010.564941, 103.387260, 484.590912>)
23:11:20 | "BouRHooD" (steamid=76561198116299684) teleported to crosshair (pos=<5010.116211, 103.442154, 483.547638>)
